date,age,location,realized7
2021-11-21,0-60,DE-NW,635
2021-11-21,0-60,DE-RP,127
2021-11-21,0-60,DE-SH,57
2021-11-21,0-60,DE-SL,12
2021-11-21,0-60,DE-SN,227
2021-11-21,0-60,DE-ST,135
2021-11-21,0-60,DE-TH,158
2021-11-21,60+,DE-BB,165
2021-11-21,60+,DE-BE,143
2021-11-21,60+,DE-BW,861
2021-11-21,60+,DE-BY,1813
2021-11-21,60+,DE-HB,24
2021-11-21,60+,DE-HE,302
2021-11-21,60+,DE-HH,74
2021-11-21,60+,DE-MV,161
2021-11-21,60+,DE-NI,254
2021-11-21,60+,DE-NW,868
2021-11-21,60+,DE-RP,201
2021-11-21,60+,DE-SH,103
2021-11-21,60+,DE-SL,27
2021-11-21,60+,DE-SN,598
2021-11-21,60+,DE-ST,275
2021-11-21,60+,DE-TH,502
2021-11-21,alle,DE-BB,254
2021-11-21,alle,DE-BE,243
2021-11-21,alle,DE-BW,1424
2021-11-21,alle,DE-BY,2691
2021-11-21,alle,DE-HB,45
2021-11-21,alle,DE-HE,528
2021-11-21,alle,DE-HH,113
2021-11-21,alle,DE-MV,226
2021-11-21,alle,DE-NI,362
2021-11-21,alle,DE-NW,1505
2021-11-21,alle,DE-RP,328
2021-11-21,alle,DE-SH,160
2021-11-21,alle,DE-SL,39
2021-11-21,alle,DE-SN,825
2021-11-21,alle,DE-ST,410
2021-11-21,alle,DE-TH,662
2021-11-20,0-60,DE-BB,89
2021-11-20,0-60,DE-BE,100
2021-11-20,0-60,DE-BW,550
2021-11-20,0-60,DE-BY,907
2021-11-20,0-60,DE-HB,19
2021-11-20,0-60,DE-HE,209
2021-11-20,0-60,DE-HH,32
2021-11-20,0-60,DE-MV,63
2021-11-20,0-60,DE-NI,109
2021-11-20,0-60,DE-NW,627
2021-11-20,0-60,DE-RP,129
2021-11-20,0-60,DE-SH,53
2021-11-20,0-60,DE-SL,13
2021-11-20,0-60,DE-SN,226
2021-11-20,0-60,DE-ST,134
2021-11-20,0-60,DE-TH,164
2021-11-20,60+,DE-BB,156
2021-11-20,60+,DE-BE,143
2021-11-20,60+,DE-BW,872
2021-11-20,60+,DE-BY,1812
2021-11-20,60+,DE-HB,22
2021-11-20,60+,DE-HE,288
2021-11-20,60+,DE-HH,72
2021-11-20,60+,DE-MV,168
2021-11-20,60+,DE-NI,242
2021-11-20,60+,DE-NW,878
2021-11-20,60+,DE-RP,204
2021-11-20,60+,DE-SH,102
2021-11-20,60+,DE-SL,26
2021-11-20,60+,DE-SN,577
2021-11-20,60+,DE-ST,271
2021-11-20,60+,DE-TH,485
2021-11-20,alle,DE-BB,245
2021-11-20,alle,DE-BE,243
2021-11-20,alle,DE-BW,1425
2021-11-20,alle,DE-BY,2727
2021-11-20,alle,DE-HB,41
2021-11-20,alle,DE-HE,502
2021-11-20,alle,DE-HH,107
2021-11-20,alle,DE-MV,231
2021-11-20,alle,DE-NI,351
2021-11-20,alle,DE-NW,1507
2021-11-20,alle,DE-RP,333
2021-11-20,alle,DE-SH,155
2021-11-20,alle,DE-SL,39
2021-11-20,alle,DE-SN,803
2021-11-20,alle,DE-ST,405
2021-11-20,alle,DE-TH,651
2021-11-19,0-60,DE-BB,89
2021-11-19,0-60,DE-BE,91
2021-11-19,0-60,DE-BW,539
2021-11-19,0-60,DE-BY,911
2021-11-19,0-60,DE-HB,22
2021-11-19,0-60,DE-HE,220
2021-11-19,0-60,DE-HH,29
2021-11-19,0-60,DE-MV,53
2021-11-19,0-60,DE-NI,100
2021-11-19,0-60,DE-NW,586
2021-11-19,0-60,DE-RP,137
2021-11-19,0-60,DE-SH,49
2021-11-19,0-60,DE-SL,15
2021-11-19,0-60,DE-SN,210
2021-11-19,0-60,DE-ST,128
2021-11-19,0-60,DE-TH,172
2021-11-19,60+,DE-BB,159
2021-11-19,60+,DE-BE,147
2021-11-19,60+,DE-BW,848
2021-11-19,60+,DE-BY,1788
2021-11-19,60+,DE-HB,17
2021-11-19,60+,DE-HE,277
2021-11-19,60+,DE-HH,64
2021-11-19,60+,DE-MV,156
2021-11-19,60+,DE-NI,233
2021-11-19,60+,DE-NW,841
2021-11-19,60+,DE-RP,195
2021-11-19,60+,DE-SH,103
2021-11-19,60+,DE-SL,27
2021-11-19,60+,DE-SN,566
2021-11-19,60+,DE-ST,261
2021-11-19,60+,DE-TH,475
2021-11-19,alle,DE-BB,248
2021-11-19,alle,DE-BE,238
2021-11-19,alle,DE-BW,1390
2021-11-19,alle,DE-BY,2703
2021-11-19,alle,DE-HB,39
2021-11-19,alle,DE-HE,500
2021-11-19,alle,DE-HH,97
2021-11-19,alle,DE-MV,209
2021-11-19,alle,DE-NI,333
2021-11-19,alle,DE-NW,1429
2021-11-19,alle,DE-RP,332
2021-11-19,alle,DE-SH,152
2021-11-19,alle,DE-SL,42
2021-11-19,alle,DE-SN,776
2021-11-19,alle,DE-ST,389
2021-11-19,alle,DE-TH,648
2021-11-18,0-60,DE-BB,89
2021-11-18,0-60,DE-BE,91
2021-11-18,0-60,DE-BW,513
2021-11-18,0-60,DE-BY,909
2021-11-18,0-60,DE-HB,18
2021-11-18,0-60,DE-HE,213
2021-11-18,0-60,DE-HH,29
2021-11-18,0-60,DE-MV,54
2021-11-18,0-60,DE-NI,98
2021-11-18,0-60,DE-NW,583
2021-11-18,0-60,DE-RP,128
2021-11-18,0-60,DE-SH,42
2021-11-18,0-60,DE-SL,12
2021-11-18,0-60,DE-SN,197
2021-11-18,0-60,DE-ST,125
2021-11-18,0-60,DE-TH,174
2021-11-18,60+,DE-BB,141
2021-11-18,60+,DE-BE,148
2021-11-18,60+,DE-BW,841
2021-11-18,60+,DE-BY,1712
2021-11-18,60+,DE-HB,17
2021-11-18,60+,DE-HE,277
2021-11-18,60+,DE-HH,63
2021-11-18,60+,DE-MV,144
2021-11-18,60+,DE-NI,224
2021-11-18,60+,DE-NW,833
2021-11-18,60+,DE-RP,194
2021-11-18,60+,DE-SH,94
2021-11-18,60+,DE-SL,22
2021-11-18,60+,DE-SN,578
2021-11-18,60+,DE-ST,257
2021-11-18,60+,DE-TH,476
2021-11-18,alle,DE-BB,230
2021-11-18,alle,DE-BE,239
2021-11-18,alle,DE-BW,1358
2021-11-18,alle,DE-BY,2625
2021-11-18,alle,DE-HB,35
2021-11-18,alle,DE-HE,493
2021-11-18,alle,DE-HH,95
2021-11-18,alle,DE-MV,198
2021-11-18,alle,DE-NI,322
2021-11-18,alle,DE-NW,1418
2021-11-18,alle,DE-RP,322
2021-11-18,alle,DE-SH,136
2021-11-18,alle,DE-SL,34
2021-11-18,alle,DE-SN,775
2021-11-18,alle,DE-ST,382
2021-11-18,alle,DE-TH,651
2021-11-17,0-60,DE-BB,78
2021-11-17,0-60,DE-BE,87
2021-11-17,0-60,DE-BW,485
2021-11-17,0-60,DE-BY,857
2021-11-17,0-60,DE-HB,19
2021-11-17,0-60,DE-HE,209
2021-11-17,0-60,DE-HH,25
2021-11-17,0-60,DE-MV,54
2021-11-17,0-60,DE-NI,96
2021-11-17,0-60,DE-NW,578
2021-11-17,0-60,DE-RP,117
2021-11-17,0-60,DE-SH,50
2021-11-17,0-60,DE-SL,14
2021-11-17,0-60,DE-SN,211
2021-11-17,0-60,DE-ST,114
2021-11-17,0-60,DE-TH,172
2021-11-17,60+,DE-BB,128
2021-11-17,60+,DE-BE,145
2021-11-17,60+,DE-BW,827
2021-11-17,60+,DE-BY,1639
2021-11-17,60+,DE-HB,17
2021-11-17,60+,DE-HE,267
2021-11-17,60+,DE-HH,64
2021-11-17,60+,DE-MV,130
2021-11-17,60+,DE-NI,215
2021-11-17,60+,DE-NW,830
2021-11-17,60+,DE-RP,185
2021-11-17,60+,DE-SH,87
2021-11-17,60+,DE-SL,23
2021-11-17,60+,DE-SN,609
2021-11-17,60+,DE-ST,240
2021-11-17,60+,DE-TH,466
2021-11-17,alle,DE-BB,206
2021-11-17,alle,DE-BE,232
2021-11-17,alle,DE-BW,1316
2021-11-17,alle,DE-BY,2501
2021-11-17,alle,DE-HB,36
2021-11-17,alle,DE-HE,481
2021-11-17,alle,DE-HH,92
2021-11-17,alle,DE-MV,184
2021-11-17,alle,DE-NI,311
2021-11-17,alle,DE-NW,1410
2021-11-17,alle,DE-RP,302
2021-11-17,alle,DE-SH,137
2021-11-17,alle,DE-SL,37
2021-11-17,alle,DE-SN,821
2021-11-17,alle,DE-ST,354
2021-11-17,alle,DE-TH,639
2021-11-16,0-60,DE-BB,72
2021-11-16,0-60,DE-BE,77
2021-11-16,0-60,DE-BW,492
2021-11-16,0-60,DE-BY,823
2021-11-16,0-60,DE-HB,17
2021-11-16,0-60,DE-HE,191
2021-11-16,0-60,DE-HH,36
2021-11-16,0-60,DE-MV,55
2021-11-16,0-60,DE-NI,94
2021-11-16,0-60,DE-NW,527
2021-11-16,0-60,DE-RP,110
2021-11-16,0-60,DE-SH,58
2021-11-16,0-60,DE-SL,14
2021-11-16,0-60,DE-SN,219
2021-11-16,0-60,DE-ST,102
2021-11-16,0-60,DE-TH,160
2021-11-16,60+,DE-BB,124
2021-11-16,60+,DE-BE,140
2021-11-16,60+,DE-BW,784
2021-11-16,60+,DE-BY,1525
2021-11-16,60+,DE-HB,16
2021-11-16,60+,DE-HE,270
2021-11-16,60+,DE-HH,67
2021-11-16,60+,DE-MV,131
2021-11-16,60+,DE-NI,204
2021-11-16,60+,DE-NW,801
2021-11-16,60+,DE-RP,175
2021-11-16,60+,DE-SH,89
2021-11-16,60+,DE-SL,24
2021-11-16,60+,DE-SN,605
2021-11-16,60+,DE-ST,230
2021-11-16,60+,DE-TH,442
2021-11-16,alle,DE-BB,196
2021-11-16,alle,DE-BE,217
2021-11-16,alle,DE-BW,1282
2021-11-16,alle,DE-BY,2353
2021-11-16,alle,DE-HB,33
2021-11-16,alle,DE-HE,465
2021-11-16,alle,DE-HH,105
2021-11-16,alle,DE-MV,186
2021-11-16,alle,DE-NI,298
2021-11-16,alle,DE-NW,1330
2021-11-16,alle,DE-RP,285
2021-11-16,alle,DE-SH,147
2021-11-16,alle,DE-SL,38
2021-11-16,alle,DE-SN,825
2021-11-16,alle,DE-ST,332
2021-11-16,alle,DE-TH,603
2021-11-15,0-60,DE-BB,72
2021-11-15,0-60,DE-BE,83
2021-11-15,0-60,DE-BW,475
2021-11-15,0-60,DE-BY,780
2021-11-15,0-60,DE-HB,12
2021-11-15,0-60,DE-HE,187
2021-11-15,0-60,DE-HH,31
2021-11-15,0-60,DE-MV,56
2021-11-15,0-60,DE-NI,92
2021-11-15,0-60,DE-NW,501
2021-11-15,0-60,DE-RP,106
2021-11-15,0-60,DE-SH,64
2021-11-15,0-60,DE-SL,13
2021-11-15,0-60,DE-SN,213
2021-11-15,0-60,DE-ST,97
2021-11-15,0-60,DE-TH,165
2021-11-15,60+,DE-BB,121
2021-11-15,60+,DE-BE,149
2021-11-15,60+,DE-BW,762
2021-11-15,60+,DE-BY,1500
2021-11-15,60+,DE-HB,17
2021-11-15,60+,DE-HE,260
2021-11-15,60+,DE-HH,64
2021-11-15,60+,DE-MV,129
2021-11-15,60+,DE-NI,183
2021-11-15,60+,DE-NW,782
2021-11-15,60+,DE-RP,163
2021-11-15,60+,DE-SH,80
2021-11-15,60+,DE-SL,24
2021-11-15,60+,DE-SN,597
2021-11-15,60+,DE-ST,222
2021-11-15,60+,DE-TH,428
2021-11-15,alle,DE-BB,193
2021-11-15,alle,DE-BE,232
2021-11-15,alle,DE-BW,1242
2021-11-15,alle,DE-BY,2285
2021-11-15,alle,DE-HB,29
2021-11-15,alle,DE-HE,451
2021-11-15,alle,DE-HH,96
2021-11-15,alle,DE-MV,185
2021-11-15,alle,DE-NI,275
2021-11-15,alle,DE-NW,1285
2021-11-15,alle,DE-RP,269
2021-11-15,alle,DE-SH,144
2021-11-15,alle,DE-SL,37
2021-11-15,alle,DE-SN,811
2021-11-15,alle,DE-ST,319
2021-11-15,alle,DE-TH,593
2021-11-14,0-60,DE-BB,75
2021-11-14,0-60,DE-BE,81
2021-11-14,0-60,DE-BW,456
2021-11-14,0-60,DE-BY,759
2021-11-14,0-60,DE-HB,11
2021-11-14,0-60,DE-HE,181
2021-11-14,0-60,DE-HH,35
2021-11-14,0-60,DE-MV,53
2021-11-14,0-60,DE-NI,94
2021-11-14,0-60,DE-NW,500
2021-11-14,0-60,DE-RP,105
2021-11-14,0-60,DE-SH,68
2021-11-14,0-60,DE-SL,15
2021-11-14,0-60,DE-SN,210
2021-11-14,0-60,DE-ST,97
2021-11-14,0-60,DE-TH,166
2021-11-14,60+,DE-BB,124
2021-11-14,60+,DE-BE,144
2021-11-14,60+,DE-BW,740
2021-11-14,60+,DE-BY,1390
2021-11-14,60+,DE-HB,15
2021-11-14,60+,DE-HE,254
2021-11-14,60+,DE-HH,64
2021-11-14,60+,DE-MV,124
2021-11-14,60+,DE-NI,186
2021-11-14,60+,DE-NW,788
2021-11-14,60+,DE-RP,152
2021-11-14,60+,DE-SH,79
2021-11-14,60+,DE-SL,24
2021-11-14,60+,DE-SN,583
2021-11-14,60+,DE-ST,217
2021-11-14,60+,DE-TH,434
2021-11-14,alle,DE-BB,199
2021-11-14,alle,DE-BE,225
2021-11-14,alle,DE-BW,1201
2021-11-14,alle,DE-BY,2154
2021-11-14,alle,DE-HB,26
2021-11-14,alle,DE-HE,438
2021-11-14,alle,DE-HH,100
2021-11-14,alle,DE-MV,177
2021-11-14,alle,DE-NI,280
2021-11-14,alle,DE-NW,1290
2021-11-14,alle,DE-RP,257
2021-11-14,alle,DE-SH,147
2021-11-14,alle,DE-SL,39
2021-11-14,alle,DE-SN,794
2021-11-14,alle,DE-ST,314
2021-11-14,alle,DE-TH,600
2021-11-13,0-60,DE-BB,73
2021-11-13,0-60,DE-BE,78
2021-11-13,0-60,DE-BW,447
2021-11-13,0-60,DE-BY,733
2021-11-13,0-60,DE-HB,10
2021-11-13,0-60,DE-HE,178
2021-11-13,0-60,DE-HH,35
2021-11-13,0-60,DE-MV,58
2021-11-13,0-60,DE-NI,89
2021-11-13,0-60,DE-NW,490
2021-11-13,0-60,DE-RP,105
2021-11-13,0-60,DE-SH,70
2021-11-13,0-60,DE-SL,15
2021-11-13,0-60,DE-SN,204
2021-11-13,0-60,DE-ST,84
2021-11-13,0-60,DE-TH,162
2021-11-13,60+,DE-BB,135
2021-11-13,60+,DE-BE,145
2021-11-13,60+,DE-BW,707
2021-11-13,60+,DE-BY,1352
2021-11-13,60+,DE-HB,12
2021-11-13,60+,DE-HE,251
2021-11-13,60+,DE-HH,63
2021-11-13,60+,DE-MV,114
2021-11-13,60+,DE-NI,186
2021-11-13,60+,DE-NW,773
2021-11-13,60+,DE-RP,156
2021-11-13,60+,DE-SH,74
2021-11-13,60+,DE-SL,25
2021-11-13,60+,DE-SN,592
2021-11-13,60+,DE-ST,206
2021-11-13,60+,DE-TH,431
2021-11-13,alle,DE-BB,209
2021-11-13,alle,DE-BE,223
2021-11-13,alle,DE-BW,1160
2021-11-13,alle,DE-BY,2087
2021-11-13,alle,DE-HB,22
2021-11-13,alle,DE-HE,431
2021-11-13,alle,DE-HH,99
2021-11-13,alle,DE-MV,172
2021-11-13,alle,DE-NI,275
2021-11-13,alle,DE-NW,1266
2021-11-13,alle,DE-RP,261
2021-11-13,alle,DE-SH,144
2021-11-13,alle,DE-SL,40
2021-11-13,alle,DE-SN,797
2021-11-13,alle,DE-ST,290
2021-11-13,alle,DE-TH,593
2021-11-12,0-60,DE-BB,67
2021-11-12,0-60,DE-BE,86
2021-11-12,0-60,DE-BW,450
2021-11-12,0-60,DE-BY,718
2021-11-12,0-60,DE-HB,8
2021-11-12,0-60,DE-HE,167
2021-11-12,0-60,DE-HH,37
2021-11-12,0-60,DE-MV,64
2021-11-12,0-60,DE-NI,94
2021-11-12,0-60,DE-NW,477
2021-11-12,0-60,DE-RP,96
2021-11-12,0-60,DE-SH,68
2021-11-12,0-60,DE-SL,13
2021-11-12,0-60,DE-SN,206
2021-11-12,0-60,DE-ST,83
2021-11-12,0-60,DE-TH,148
2021-11-12,60+,DE-BB,139
2021-11-12,60+,DE-BE,144
2021-11-12,60+,DE-BW,687
2021-11-12,60+,DE-BY,1311
2021-11-12,60+,DE-HB,11
2021-11-12,60+,DE-HE,269
2021-11-12,60+,DE-HH,62
2021-11-12,60+,DE-MV,107
2021-11-12,60+,DE-NI,168
2021-11-12,60+,DE-NW,752
2021-11-12,60+,DE-RP,157
2021-11-12,60+,DE-SH,70
2021-11-12,60+,DE-SL,24
2021-11-12,60+,DE-SN,564
2021-11-12,60+,DE-ST,186
2021-11-12,60+,DE-TH,423
2021-11-12,alle,DE-BB,207
2021-11-12,alle,DE-BE,230
2021-11-12,alle,DE-BW,1143
2021-11-12,alle,DE-BY,2032
2021-11-12,alle,DE-HB,19
2021-11-12,alle,DE-HE,438
2021-11-12,alle,DE-HH,99
2021-11-12,alle,DE-MV,171
2021-11-12,alle,DE-NI,262
2021-11-12,alle,DE-NW,1231
2021-11-12,alle,DE-RP,253
2021-11-12,alle,DE-SH,138
2021-11-12,alle,DE-SL,37
2021-11-12,alle,DE-SN,771
2021-11-12,alle,DE-ST,269
2021-11-12,alle,DE-TH,571
2021-11-11,0-60,DE-BB,60
2021-11-11,0-60,DE-BE,87
2021-11-11,0-60,DE-BW,451
2021-11-11,0-60,DE-BY,687
2021-11-11,0-60,DE-HB,9
2021-11-11,0-60,DE-HE,166
2021-11-11,0-60,DE-HH,35
2021-11-11,0-60,DE-MV,60
2021-11-11,0-60,DE-NI,107
2021-11-11,0-60,DE-NW,474
2021-11-11,0-60,DE-RP,102
2021-11-11,0-60,DE-SH,67
2021-11-11,0-60,DE-SL,13
2021-11-11,0-60,DE-SN,194
2021-11-11,0-60,DE-ST,74
2021-11-11,0-60,DE-TH,143
2021-11-11,60+,DE-BB,142
2021-11-11,60+,DE-BE,140
2021-11-11,60+,DE-BW,667
2021-11-11,60+,DE-BY,1270
2021-11-11,60+,DE-HB,10
2021-11-11,60+,DE-HE,258
2021-11-11,60+,DE-HH,63
2021-11-11,60+,DE-MV,95
2021-11-11,60+,DE-NI,150
2021-11-11,60+,DE-NW,751
2021-11-11,60+,DE-RP,148
2021-11-11,60+,DE-SH,66
2021-11-11,60+,DE-SL,25
2021-11-11,60+,DE-SN,542
2021-11-11,60+,DE-ST,174
2021-11-11,60+,DE-TH,401
2021-11-11,alle,DE-BB,203
2021-11-11,alle,DE-BE,227
2021-11-11,alle,DE-BW,1122
2021-11-11,alle,DE-BY,1961
2021-11-11,alle,DE-HB,19
2021-11-11,alle,DE-HE,426
2021-11-11,alle,DE-HH,98
2021-11-11,alle,DE-MV,155
2021-11-11,alle,DE-NI,257
2021-11-11,alle,DE-NW,1227
2021-11-11,alle,DE-RP,250
2021-11-11,alle,DE-SH,133
2021-11-11,alle,DE-SL,38
2021-11-11,alle,DE-SN,737
2021-11-11,alle,DE-ST,248
2021-11-11,alle,DE-TH,544
2021-11-10,0-60,DE-BB,58
2021-11-10,0-60,DE-BE,83
2021-11-10,0-60,DE-BW,444
2021-11-10,0-60,DE-BY,686
2021-11-10,0-60,DE-HB,9
2021-11-10,0-60,DE-HE,174
2021-11-10,0-60,DE-HH,36
2021-11-10,0-60,DE-MV,56
2021-11-10,0-60,DE-NI,104
2021-11-10,0-60,DE-NW,452
2021-11-10,0-60,DE-RP,121
2021-11-10,0-60,DE-SH,50
2021-11-10,0-60,DE-SL,12
2021-11-10,0-60,DE-SN,180
2021-11-10,0-60,DE-ST,67
2021-11-10,0-60,DE-TH,140
2021-11-10,60+,DE-BB,134
2021-11-10,60+,DE-BE,140
2021-11-10,60+,DE-BW,672
2021-11-10,60+,DE-BY,1241
2021-11-10,60+,DE-HB,9
2021-11-10,60+,DE-HE,280
2021-11-10,60+,DE-HH,58
2021-11-10,60+,DE-MV,79
2021-11-10,60+,DE-NI,158
2021-11-10,60+,DE-NW,749
2021-11-10,60+,DE-RP,156
2021-11-10,60+,DE-SH,60
2021-11-10,60+,DE-SL,22
2021-11-10,60+,DE-SN,527
2021-11-10,60+,DE-ST,171
2021-11-10,60+,DE-TH,402
2021-11-10,alle,DE-BB,193
2021-11-10,alle,DE-BE,223
2021-11-10,alle,DE-BW,1119
2021-11-10,alle,DE-BY,1930
2021-11-10,alle,DE-HB,18
2021-11-10,alle,DE-HE,455
2021-11-10,alle,DE-HH,94
2021-11-10,alle,DE-MV,135
2021-11-10,alle,DE-NI,262
2021-11-10,alle,DE-NW,1203
2021-11-10,alle,DE-RP,277
2021-11-10,alle,DE-SH,110
2021-11-10,alle,DE-SL,34
2021-11-10,alle,DE-SN,707
2021-11-10,alle,DE-ST,238
2021-11-10,alle,DE-TH,542
2021-11-09,0-60,DE-BB,56
2021-11-09,0-60,DE-BE,77
2021-11-09,0-60,DE-BW,414
2021-11-09,0-60,DE-BY,615
2021-11-09,0-60,DE-HB,12
2021-11-09,0-60,DE-HE,165
2021-11-09,0-60,DE-HH,26
2021-11-09,0-60,DE-MV,46
2021-11-09,0-60,DE-NI,109
2021-11-09,0-60,DE-NW,419
2021-11-09,0-60,DE-RP,120
2021-11-09,0-60,DE-SH,41
2021-11-09,0-60,DE-SL,11
2021-11-09,0-60,DE-SN,179
2021-11-09,0-60,DE-ST,70
2021-11-09,0-60,DE-TH,145
2021-11-09,60+,DE-BB,131
2021-11-09,60+,DE-BE,140
2021-11-09,60+,DE-BW,647
2021-11-09,60+,DE-BY,1174
2021-11-09,60+,DE-HB,10
2021-11-09,60+,DE-HE,272
2021-11-09,60+,DE-HH,54
2021-11-09,60+,DE-MV,62
2021-11-09,60+,DE-NI,141
2021-11-09,60+,DE-NW,736
2021-11-09,60+,DE-RP,160
2021-11-09,60+,DE-SH,47
2021-11-09,60+,DE-SL,18
2021-11-09,60+,DE-SN,528
2021-11-09,60+,DE-ST,165
2021-11-09,60+,DE-TH,407
2021-11-09,alle,DE-BB,188
2021-11-09,alle,DE-BE,217
2021-11-09,alle,DE-BW,1062
2021-11-09,alle,DE-BY,1792
2021-11-09,alle,DE-HB,22
2021-11-09,alle,DE-HE,438
2021-11-09,alle,DE-HH,80
2021-11-09,alle,DE-MV,108
2021-11-09,alle,DE-NI,250
2021-11-09,alle,DE-NW,1158
2021-11-09,alle,DE-RP,280
2021-11-09,alle,DE-SH,88
2021-11-09,alle,DE-SL,29
2021-11-09,alle,DE-SN,707
2021-11-09,alle,DE-ST,235
2021-11-09,alle,DE-TH,552
2021-11-08,0-60,DE-BB,55
2021-11-08,0-60,DE-BE,86
2021-11-08,0-60,DE-BW,384
2021-11-08,0-60,DE-BY,580
2021-11-08,0-60,DE-HB,12
2021-11-08,0-60,DE-HE,161
2021-11-08,0-60,DE-HH,29
2021-11-08,0-60,DE-MV,42
2021-11-08,0-60,DE-NI,113
2021-11-08,0-60,DE-NW,395
2021-11-08,0-60,DE-RP,106
2021-11-08,0-60,DE-SH,33
2021-11-08,0-60,DE-SL,10
2021-11-08,0-60,DE-SN,168
2021-11-08,0-60,DE-ST,60
2021-11-08,0-60,DE-TH,137
2021-11-08,60+,DE-BB,126
2021-11-08,60+,DE-BE,132
2021-11-08,60+,DE-BW,593
2021-11-08,60+,DE-BY,1046
2021-11-08,60+,DE-HB,9
2021-11-08,60+,DE-HE,280
2021-11-08,60+,DE-HH,49
2021-11-08,60+,DE-MV,58
2021-11-08,60+,DE-NI,131
2021-11-08,60+,DE-NW,673
2021-11-08,60+,DE-RP,144
2021-11-08,60+,DE-SH,49
2021-11-08,60+,DE-SL,16
2021-11-08,60+,DE-SN,537
2021-11-08,60+,DE-ST,159
2021-11-08,60+,DE-TH,379
2021-11-08,alle,DE-BB,182
2021-11-08,alle,DE-BE,218
2021-11-08,alle,DE-BW,978
2021-11-08,alle,DE-BY,1628
2021-11-08,alle,DE-HB,21
2021-11-08,alle,DE-HE,442
2021-11-08,alle,DE-HH,78
2021-11-08,alle,DE-MV,100
2021-11-08,alle,DE-NI,244
2021-11-08,alle,DE-NW,1070
2021-11-08,alle,DE-RP,250
2021-11-08,alle,DE-SH,82
2021-11-08,alle,DE-SL,26
2021-11-08,alle,DE-SN,705
2021-11-08,alle,DE-ST,219
2021-11-08,alle,DE-TH,516
2021-11-07,0-60,DE-BB,53
2021-11-07,0-60,DE-BE,87
2021-11-07,0-60,DE-BW,381
2021-11-07,0-60,DE-BY,579
2021-11-07,0-60,DE-HB,13
2021-11-07,0-60,DE-HE,160
2021-11-07,0-60,DE-HH,24
2021-11-07,0-60,DE-MV,40
2021-11-07,0-60,DE-NI,111
2021-11-07,0-60,DE-NW,380
2021-11-07,0-60,DE-RP,107
2021-11-07,0-60,DE-SH,33
2021-11-07,0-60,DE-SL,8
2021-11-07,0-60,DE-SN,166
2021-11-07,0-60,DE-ST,58
2021-11-07,0-60,DE-TH,137
2021-11-07,60+,DE-BB,126
2021-11-07,60+,DE-BE,134
2021-11-07,60+,DE-BW,574
2021-11-07,60+,DE-BY,1053
2021-11-07,60+,DE-HB,10
2021-11-07,60+,DE-HE,287
2021-11-07,60+,DE-HH,48
2021-11-07,60+,DE-MV,58
2021-11-07,60+,DE-NI,128
2021-11-07,60+,DE-NW,646
2021-11-07,60+,DE-RP,154
2021-11-07,60+,DE-SH,46
2021-11-07,60+,DE-SL,16
2021-11-07,60+,DE-SN,534
2021-11-07,60+,DE-ST,155
2021-11-07,60+,DE-TH,363
2021-11-07,alle,DE-BB,180
2021-11-07,alle,DE-BE,221
2021-11-07,alle,DE-BW,956
2021-11-07,alle,DE-BY,1635
2021-11-07,alle,DE-HB,23
2021-11-07,alle,DE-HE,448
2021-11-07,alle,DE-HH,72
2021-11-07,alle,DE-MV,98
2021-11-07,alle,DE-NI,239
2021-11-07,alle,DE-NW,1028
2021-11-07,alle,DE-RP,261
2021-11-07,alle,DE-SH,79
2021-11-07,alle,DE-SL,24
2021-11-07,alle,DE-SN,700
2021-11-07,alle,DE-ST,213
2021-11-07,alle,DE-TH,500
2021-11-06,0-60,DE-BB,48
2021-11-06,0-60,DE-BE,90
2021-11-06,0-60,DE-BW,376
2021-11-06,0-60,DE-BY,567
2021-11-06,0-60,DE-HB,15
2021-11-06,0-60,DE-HE,163
2021-11-06,0-60,DE-HH,25
2021-11-06,0-60,DE-MV,33
2021-11-06,0-60,DE-NI,116
2021-11-06,0-60,DE-NW,377
2021-11-06,0-60,DE-RP,106
2021-11-06,0-60,DE-SH,35
2021-11-06,0-60,DE-SL,8
2021-11-06,0-60,DE-SN,170
2021-11-06,0-60,DE-ST,60
2021-11-06,0-60,DE-TH,130
2021-11-06,60+,DE-BB,119
2021-11-06,60+,DE-BE,134
2021-11-06,60+,DE-BW,567
2021-11-06,60+,DE-BY,1038
2021-11-06,60+,DE-HB,11
2021-11-06,60+,DE-HE,298
2021-11-06,60+,DE-HH,49
2021-11-06,60+,DE-MV,53
2021-11-06,60+,DE-NI,130
2021-11-06,60+,DE-NW,624
2021-11-06,60+,DE-RP,137
2021-11-06,60+,DE-SH,45
2021-11-06,60+,DE-SL,16
2021-11-06,60+,DE-SN,519
2021-11-06,60+,DE-ST,144
2021-11-06,60+,DE-TH,360
2021-11-06,alle,DE-BB,167
2021-11-06,alle,DE-BE,224
2021-11-06,alle,DE-BW,943
2021-11-06,alle,DE-BY,1608
2021-11-06,alle,DE-HB,26
2021-11-06,alle,DE-HE,462
2021-11-06,alle,DE-HH,74
2021-11-06,alle,DE-MV,86
2021-11-06,alle,DE-NI,246
2021-11-06,alle,DE-NW,1002
2021-11-06,alle,DE-RP,243
2021-11-06,alle,DE-SH,80
2021-11-06,alle,DE-SL,24
2021-11-06,alle,DE-SN,689
2021-11-06,alle,DE-ST,204
2021-11-06,alle,DE-TH,490
2021-11-05,0-60,DE-BB,45
